DAY,MONTH,YEAR,DAYNAME,DATE,HOUR,GENERAL_SUPPLY_KWH
5,8,2012,Sunday,8/5/2012,21,0.551031734
22,1,2012,Sunday,1/22/2012,23,0.218612100
4,11,2012,Sunday,11/4/2012,17,0.364191100
4,6,2013,Tuesday,6/4/2013,23,0.367638659
12,12,2012,Wednesday,12/12/2012,23,0.206048815
17,12,2013,Tuesday,12/17/2013,5,0.188359287
24,12,2011,Saturday,12/24/2011,19,0.383760976
29,1,2014,Wednesday,1/29/2014,15,0.425633869
3,5,2012,Thursday,5/3/2012,17,0.371064632
2,12,2011,Friday,12/2/2011,17,0.291429012
26,10,2013,Saturday,10/26/2013,1,0.164836296
8,12,2013,Sunday,12/8/2013,11,0.280539421
12,5,2012,Saturday,5/12/2012,21,0.436492852
25,4,2013,Thursday,4/25/2013,21,0.365326391
21,5,2013,Tuesday,5/21/2013,23,0.317638734
4,4,2012,Wednesday,4/4/2012,23,0.285798334
10,11,2013,Sunday,11/10/2013,5,0.164093702
14,1,2014,Tuesday,1/14/2014,11,0.273135313
8,1,2012,Sunday,1/8/2012,23,0.284575243
2,12,2013,Monday,12/2/2013,7,0.258280189
16,10,2011,Sunday,10/16/2011,19,0.465970588
9,11,2013,Saturday,11/9/2013,13,0.446751858
11,7,2013,Thursday,7/11/2013,17,0.477415778
23,12,2012,Sunday,12/23/2012,19,0.503055970
18,2,2012,Saturday,2/18/2012,17,0.432340909
25,9,2013,Wednesday,9/25/2013,21,0.351851734
26,5,2012,Saturday,5/26/2012,21,0.564701262
30,9,2012,Sunday,9/30/2012,23,0.257781840
3,9,2013,Tuesday,9/3/2013,23,0.267034693
27,11,2011,Sunday,11/27/2011,21,0.289191406
26,10,2012,Friday,10/26/2012,21,0.299167719
9,9,2012,Sunday,9/9/2012,19,0.502091609
24,12,2013,Tuesday,12/24/2013,1,0.234182369
17,6,2012,Sunday,6/17/2012,23,0.390546437
6,3,2013,Wednesday,3/6/2013,19,0.406059533
18,1,2013,Friday,1/18/2013,17,0.924456339
11,1,2012,Wednesday,1/11/2012,19,0.373114286
8,2,2013,Friday,2/8/2013,17,0.477472811
15,1,2014,Wednesday,1/15/2014,3,0.180817832
23,12,2013,Monday,12/23/2013,9,0.376572937
1,12,2013,Sunday,12/1/2013,15,0.271281214
18,8,2012,Saturday,8/18/2012,17,0.473836275
19,6,2013,Wednesday,6/19/2013,19,0.732469667
8,1,2013,Tuesday,1/8/2013,21,0.765361542
21,11,2011,Monday,11/21/2011,17,0.299386719
28,2,2012,Tuesday,2/28/2012,21,0.581789326
6,8,2013,Tuesday,8/6/2013,21,0.488903446
14,10,2013,Monday,10/14/2013,9,0.223786702
21,2,2014,Friday,2/21/2014,3,0.168033520
22,10,2011,Saturday,10/22/2011,23,0.214743478
8,8,2013,Thursday,8/8/2013,19,0.739970458
3,9,2012,Monday,9/3/2012,23,0.326879412
20,4,2012,Friday,4/20/2012,17,0.364702069
13,7,2012,Friday,7/13/2012,19,0.549086991
26,11,2013,Tuesday,11/26/2013,3,0.148886901
18,2,2013,Monday,2/18/2013,21,0.338952639
25,11,2013,Monday,11/25/2013,11,0.234442817
13,12,2011,Tuesday,12/13/2011,19,0.373841969
10,10,2012,Wednesday,10/10/2012,19,0.409190060
30,12,2013,Monday,12/30/2013,5,0.166998784
2,2,2012,Thursday,2/2/2012,23,0.217370801
11,5,2013,Saturday,5/11/2013,19,0.443102699
25,6,2013,Tuesday,6/25/2013,23,0.428259513
29,12,2013,Sunday,12/29/2013,13,0.269343919
3,4,2013,Wednesday,4/3/2013,17,0.390104497
1,12,2012,Saturday,12/1/2012,23,0.373724051
10,2,2014,Monday,2/10/2014,7,0.274957760
9,2,2014,Sunday,2/9/2014,15,0.491877212
1,6,2012,Friday,6/1/2012,17,0.494153451
15,10,2013,Tuesday,10/15/2013,1,0.159628374
17,11,2012,Saturday,11/17/2012,17,0.322518031
22,2,2014,Saturday,2/22/2014,11,0.276241322
25,3,2012,Sunday,3/25/2012,19,0.447641384
28,3,2013,Thursday,3/28/2013,23,0.279538613
19,9,2013,Thursday,9/19/2013,17,0.273343549
23,7,2012,Monday,7/23/2012,21,0.630741726
19,5,2012,Saturday,5/19/2012,14,0.308910053
19,1,2012,Thursday,1/19/2012,0,0.197777056
15,3,2013,Friday,3/15/2013,8,0.253697261
5,12,2011,Monday,12/5/2011,6,0.227164634
15,12,2012,Saturday,12/15/2012,0,0.208812360
11,8,2012,Saturday,8/11/2012,10,0.509604595
21,9,2012,Friday,9/21/2012,12,0.242820479
3,11,2012,Saturday,11/3/2012,6,0.195323458
10,2,2012,Friday,2/10/2012,2,0.166973262
18,7,2013,Thursday,7/18/2013,10,0.270956921
14,3,2013,Thursday,3/14/2013,0,0.198721106
13,4,2012,Friday,4/13/2012,12,0.266437314
23,1,2014,Thursday,1/23/2014,16,0.286448371
25,8,2013,Sunday,8/25/2013,12,0.293144405
17,4,2013,Wednesday,4/17/2013,6,0.183073467
10,12,2013,Tuesday,12/10/2013,20,0.552996657
26,8,2013,Monday,8/26/2013,4,0.178648558
11,2,2012,Saturday,2/11/2012,10,0.298523810
25,1,2013,Friday,1/25/2013,10,0.303830566
8,10,2011,Saturday,10/8/2011,0,0
29,5,2013,Wednesday,5/29/2013,4,0.177781059
22,9,2012,Saturday,9/22/2012,4,0.152369992
31,12,2011,Saturday,12/31/2011,4,0.138163415
18,9,2012,Tuesday,9/18/2012,8,0.312418300
11,6,2013,Tuesday,6/11/2013,0,0.258307390
4,5,2012,Friday,5/4/2012,6,0.249960296
20,1,2012,Friday,1/20/2012,8,0.223777996
7,10,2011,Friday,10/7/2011,8,0
14,12,2012,Friday,12/14/2012,8,0.233728899
2,10,2013,Wednesday,10/2/2013,14,0.214050489
26,1,2013,Saturday,1/26/2013,2,0.227509682
2,11,2013,Saturday,11/2/2013,22,0.290043275
3,10,2013,Thursday,10/3/2013,6,0.184570455
30,12,2011,Friday,12/30/2011,12,0.251492683
17,9,2012,Monday,9/17/2012,0,0.216199840
10,8,2012,Friday,8/10/2012,2,0.231008427
18,5,2012,Friday,5/18/2012,6,0.286851455
4,12,2011,Sunday,12/4/2011,14,0.284743902
12,4,2012,Thursday,4/12/2012,4,0.180042784
5,5,2012,Saturday,5/5/2012,14,0.323515979
25,6,2012,Monday,6/25/2012,4,0.216775521
16,12,2013,Monday,12/16/2013,18,0.387044448
1,2,2013,Friday,2/1/2013,10,0.285166625
30,5,2013,Thursday,5/30/2013,12,0.234631133
18,4,2013,Thursday,4/18/2013,14,0.221915744
2,11,2012,Friday,11/2/2012,14,0.210362598
31,1,2013,Thursday,1/31/2013,2,0.178382377
26,6,2012,Tuesday,6/26/2012,12,0.380668127
10,6,2013,Monday,6/10/2013,8,0.329377208
19,7,2013,Friday,7/19/2013,2,0.190358377
22,10,2013,Tuesday,10/22/2013,4,0.172993714
10,9,2013,Tuesday,9/10/2013,20,0.401449913
12,4,2013,Friday,4/12/2013,20,0.354375536
17,10,2012,Wednesday,10/17/2012,22,0.246101918
29,10,2011,Saturday,10/29/2011,18,0.339638655
2,3,2014,Sunday,3/2/2014,6,0.185052701
8,12,2012,Saturday,12/8/2012,18,0.396469386
6,1,2014,Monday,1/6/2014,0,0.235683039
29,4,2012,Sunday,4/29/2012,20,0.545579869
23,10,2013,Wednesday,10/23/2013,12,0.349704622
26,1,2012,Thursday,1/26/2012,18,0.329935484
28,7,2013,Sunday,7/28/2013,16,0.384302156
1,8,2012,Wednesday,8/1/2012,16,0.365003520
18,3,2012,Sunday,3/18/2012,22,0.298945503
20,12,2011,Tuesday,12/20/2011,22,0.266716837
2,2,2014,Sunday,2/2/2014,10,0.322585956
1,2,2014,Saturday,2/1/2014,2,0.199631221
17,11,2013,Sunday,11/17/2013,6,0.189451986
18,11,2013,Monday,11/18/2013,14,0.269839489
27,2,2013,Wednesday,2/27/2013,16,0.423798473
6,7,2012,Friday,7/6/2012,22,0.545017524
30,12,2012,Sunday,12/30/2012,16,0.301272967
10,6,2012,Sunday,6/10/2012,20,0.631937670
7,1,2014,Tuesday,1/7/2014,8,0.238719358
15,8,2013,Thursday,8/15/2013,22,0.475355049
21,3,2013,Thursday,3/21/2013,18,0.387700172
1,3,2014,Saturday,3/1/2014,14,0.289196517
2,7,2013,Tuesday,7/2/2013,18,0.639008795
27,8,2012,Monday,8/27/2012,18,0.560824560
4,5,2013,Saturday,5/4/2013,22,0.324772647
12,11,2011,Saturday,11/12/2011,20,0.342371094
8,3,2012,Thursday,3/8/2012,16,0.337014325
8,11,2012,Thursday,11/8/2012,20,0.372302296
31,12,2013,Tuesday,12/31/2013,22,0.286733339
19,11,2012,Monday,11/19/2012,10,0.220804613
3,6,2012,Sunday,6/3/2012,10,0.440816289
27,3,2012,Tuesday,3/27/2012,8,0.271294525
17,9,2013,Tuesday,9/17/2013,10,0.239489642
7,10,2012,Sunday,10/7/2012,0,0.206915824
4,8,2013,Sunday,8/4/2013,14,0.301289243
23,10,2011,Sunday,10/23/2011,4,0.140247826
4,6,2012,Monday,6/4/2012,2,0.197085924
27,6,2013,Thursday,6/27/2013,12,0.315205712
26,7,2012,Thursday,7/26/2012,6,0.287516632
28,3,2012,Wednesday,3/28/2012,0,0.196766798
16,9,2013,Monday,9/16/2013,2,0.162726241
10,8,2013,Saturday,8/10/2013,8,0.376518721
14,12,2011,Wednesday,12/14/2011,0,0.189658031
2,4,2013,Tuesday,4/2/2013,2,0.155503621
2,9,2012,Sunday,9/2/2012,4,0.201466880
26,2,2012,Sunday,2/26/2012,14,0.391129089
23,11,2013,Saturday,11/23/2013,16,0.309696829
18,11,2011,Friday,11/18/2011,2,0.149933594
4,2,2012,Saturday,2/4/2012,12,0.322288546
20,2,2014,Thursday,2/20/2014,16,0.341457514
8,10,2012,Monday,10/8/2012,8,0.246375969
7,2,2014,Friday,2/7/2014,20,0.359440680
9,1,2013,Wednesday,1/9/2013,6,0.304079462
10,1,2013,Thursday,1/10/2013,14,0.250218348
5,2,2012,Sunday,2/5/2012,4,0.161472767
3,8,2013,Saturday,8/3/2013,6,0.249051814
26,6,2013,Wednesday,6/26/2013,4,0.216331579
11,7,2012,Wednesday,7/11/2012,8,0.378822737
17,2,2013,Sunday,2/17/2013,6,0.190068769
24,10,2011,Monday,10/24/2011,12,0.259864979
27,2,2012,Monday,2/27/2012,6,0.290852804
28,11,2012,Wednesday,11/28/2012,4,0.159731471
15,12,2011,Thursday,12/15/2011,8,0.235020725
13,5,2013,Monday,5/13/2013,8,0.327471377
1,9,2012,Saturday,9/1/2012,12,0.312086060
19,4,2012,Thursday,4/19/2012,2,0.185719243
9,8,2013,Friday,8/9/2013,0,0.317549385
29,11,2012,Thursday,11/29/2012,12,0.253701176
18,11,2012,Sunday,11/18/2012,2,0.153572258
1,4,2013,Monday,4/1/2013,10,0.280512304
18,4,2012,Wednesday,4/18/2012,10,0.301324481
16,2,2013,Saturday,2/16/2013,14,0.298515552
31,3,2013,Sunday,3/31/2013,4,0.151300342
30,3,2013,Saturday,3/30/2013,12,0.251414667
19,11,2011,Saturday,11/19/2011,10,0.253761719
25,7,2012,Wednesday,7/25/2012,14,0.245247220
14,5,2013,Tuesday,5/14/2013,0,0.216740594
12,7,2012,Thursday,7/12/2012,0,0.278345661
16,10,2013,Wednesday,10/16/2013,18,0.377003880
6,9,2012,Thursday,9/6/2012,16,0.236629484
16,1,2012,Monday,1/16/2012,16,0.275954128
15,8,2012,Wednesday,8/15/2012,18,0.551613005
28,11,2013,Thursday,11/28/2013,12,0.236151555
19,1,2014,Sunday,1/19/2014,8,0.280690366
18,12,2012,Tuesday,12/18/2012,16,0.364281000
26,5,2013,Sunday,5/26/2013,20,0.574976682
6,9,2013,Friday,9/6/2013,20,0.374827044
13,1,2013,Sunday,1/13/2013,18,0.424668080
9,5,2012,Wednesday,5/9/2012,22,0.403680291
3,3,2013,Sunday,3/3/2013,16,0.342448154
30,4,2013,Tuesday,4/30/2013,22,0.317994114
18,1,2014,Saturday,1/18/2014,0,0.247744353
6,11,2013,Wednesday,11/6/2013,14,0.208935321
5,11,2013,Tuesday,11/5/2013,6,0.248064853
28,9,2013,Saturday,9/28/2013,22,0.283664196
27,11,2013,Wednesday,11/27/2013,4,0.155090874
28,12,2013,Saturday,12/28/2013,10,0.267753714
27,12,2013,Friday,12/27/2013,2,0.168746828
19,10,2011,Wednesday,10/19/2011,16,0.279715686
14,6,2013,Friday,6/14/2013,16,0.321089859
22,6,2012,Friday,6/22/2012,20,0.663336529
22,11,2011,Tuesday,11/22/2011,22,0.249667969
29,10,2012,Monday,10/29/2012,22,0.246015280
31,5,2012,Thursday,5/31/2012,22,0.458039640
6,7,2013,Saturday,7/6/2013,18,0.674170251
3,1,2012,Tuesday,1/3/2012,20,0.398768293
5,2,2013,Tuesday,2/5/2013,18,0.365632764
3,10,2012,Wednesday,10/3/2012,20,0.381507819
23,2,2012,Thursday,2/23/2012,18,0.466962287
1,4,2012,Sunday,4/1/2012,20,0.439416821
26,12,2013,Thursday,12/26/2013,22,0.282395120
25,2,2012,Saturday,2/25/2012,14,0.382425818
25,11,2011,Friday,11/25/2011,2,0.159871094
4,9,2013,Wednesday,9/4/2013,8,0.308792446
18,10,2011,Tuesday,10/18/2011,4,0.169691358
30,9,2013,Monday,9/30/2013,10,0.232738375
28,5,2012,Monday,5/28/2012,2,0.207584463
23,5,2013,Thursday,5/23/2013,0,0.265587316
21,1,2014,Tuesday,1/21/2014,20,0.401035761
24,2,2012,Friday,2/24/2012,6,0.267460510
2,5,2013,Thursday,5/2/2013,10,0.222936561
24,5,2013,Friday,5/24/2013,8,0.390792126
5,10,2012,Friday,10/5/2012,8,0.255772340
28,2,2013,Thursday,2/28/2013,4,0.182192845
9,7,2013,Tuesday,7/9/2013,6,0.302977070
11,1,2013,Friday,1/11/2013,14,0.476115769
17,10,2011,Monday,10/17/2011,12,0.234427632
5,9,2013,Thursday,9/5/2013,0,0.213696941
4,11,2013,Monday,11/4/2013,18,0.383616732
1,10,2013,Tuesday,10/1/2013,2,0.158989096
8,9,2012,Saturday,9/8/2012,12,0.263091552
12,8,2012,Sunday,8/12/2012,6,0.251975382
12,1,2013,Saturday,1/12/2013,6,0.259054601
1,3,2013,Friday,3/1/2013,12,0.261890129
2,1,2012,Monday,1/2/2012,0,0.208697561
12,6,2013,Wednesday,6/12/2013,12,0.330234029
14,1,2012,Saturday,1/14/2012,12,0.241861111
21,12,2012,Friday,12/21/2012,4,0.168019370
30,3,2012,Friday,3/30/2012,8,0.274974623
8,7,2013,Monday,7/8/2013,14,0.291101995
24,11,2011,Thursday,11/24/2011,10,0.230707031
10,5,2012,Thursday,5/10/2012,2,0.191657235
29,5,2012,Tuesday,5/29/2012,10,0.322069093
6,10,2012,Saturday,10/6/2012,0,0.211826808
13,6,2013,Thursday,6/13/2013,4,0.192745542
1,1,2012,Sunday,1/1/2012,8,0.225326829
24,6,2012,Sunday,6/24/2012,8,0.444232558
7,9,2012,Friday,9/7/2012,4,0.146587013
30,11,2013,Saturday,11/30/2013,16,0.283671781
20,12,2012,Thursday,12/20/2012,12,0.360690075
23,6,2012,Saturday,6/23/2012,0,0.337529826
7,2,2013,Thursday,2/7/2013,14,0.261482132
13,8,2012,Monday,8/13/2012,14,0.259082074
1,5,2013,Wednesday,5/1/2013,2,0.159466798
6,2,2013,Wednesday,2/6/2013,6,0.235896655
27,10,2012,Saturday,10/27/2012,10,0.262146393
13,1,2012,Friday,1/13/2012,4,0.155980952
28,10,2012,Sunday,10/28/2012,2,0.151216291
11,5,2012,Friday,5/11/2012,10,0.269036055
29,3,2012,Thursday,3/29/2012,0,0.202492806
2,11,2012,Friday,11/2/2012,7,0.266219986
26,6,2012,Tuesday,6/26/2012,5,0.236880204
4,5,2012,Friday,5/4/2012,15,0.245908992
20,1,2012,Friday,1/20/2012,1,0.185297571
19,1,2012,Thursday,1/19/2012,9,0.252078838
26,1,2013,Saturday,1/26/2013,11,0.408178754
7,10,2011,Friday,10/7/2011,1,0
10,8,2012,Friday,8/10/2012,11,0.333853276
11,2,2012,Saturday,2/11/2012,3,0.155188725
19,7,2013,Friday,7/19/2013,11,0.250887600
2,10,2013,Wednesday,10/2/2013,7,0.226476369
14,12,2012,Friday,12/14/2012,1,0.167347064
18,4,2013,Thursday,4/18/2013,7,0.229231363
12,4,2012,Thursday,4/12/2012,13,0.262052855
15,12,2012,Saturday,12/15/2012,9,0.279607794
29,5,2013,Wednesday,5/29/2013,13,0.237384184
10,2,2012,Friday,2/10/2012,11,0.240525652
3,10,2013,Thursday,10/3/2013,15,0.235597501
13,4,2012,Friday,4/13/2012,5,0.188515634
17,9,2012,Monday,9/17/2012,9,0.272872308
11,6,2013,Tuesday,6/11/2013,9,0.319044444
21,9,2012,Friday,9/21/2012,5,0.158939697
1,11,2013,Friday,11/1/2013,23,0.216366870
31,12,2011,Saturday,12/31/2011,13,0.269475610
5,5,2012,Saturday,5/5/2012,7,0.287295533
25,8,2013,Sunday,8/25/2013,5,0.191231706
25,1,2013,Friday,1/25/2013,3,0.183149009
25,6,2012,Monday,6/25/2012,13,0.307896707
22,1,2014,Wednesday,1/22/2014,17,0.343253232
22,9,2012,Saturday,9/22/2012,13,0.255380116
3,11,2012,Saturday,11/3/2012,15,0.264127873
15,12,2013,Sunday,12/15/2013,19,0.384807902
10,6,2013,Monday,6/10/2013,1,0.231008120
26,8,2013,Monday,8/26/2013,13,0.229904914
5,12,2011,Monday,12/5/2011,15,0.256548485
19,5,2012,Saturday,5/19/2012,7,0.350595873
8,10,2011,Saturday,10/8/2011,9,0
4,12,2011,Sunday,12/4/2011,7,0.212138889
15,3,2013,Friday,3/15/2013,1,0.182639374
30,5,2013,Thursday,5/30/2013,5,0.199326353
31,1,2013,Thursday,1/31/2013,11,0.273780678
18,7,2013,Thursday,7/18/2013,3,0.183753859
9,12,2013,Monday,12/9/2013,21,0.445777398
1,2,2013,Friday,2/1/2013,3,0.195014224
14,3,2013,Thursday,3/14/2013,9,0.227429681
11,8,2012,Saturday,8/11/2012,3,0.238345478
18,5,2012,Friday,5/18/2012,15,0.258876868
30,12,2011,Friday,12/30/2011,5,0.169385366
18,9,2012,Tuesday,9/18/2012,1,0.183257790
17,4,2013,Wednesday,4/17/2013,15,0.225027081
14,9,2013,Saturday,9/14/2013,0,0.231869550
14,6,2012,Thursday,6/14/2012,0,0.287758305
4,12,2012,Tuesday,12/4/2012,6,0.233129229
12,3,2012,Monday,3/12/2012,4,0.173096829
3,11,2011,Thursday,11/3/2011,14,0.205177419
20,8,2013,Tuesday,8/20/2013,10,0.292822723
19,8,2013,Monday,8/19/2013,2,0.188480596
2,11,2011,Wednesday,11/2/2011,6,0.278991597
9,7,2012,Monday,7/9/2012,10,0.377795678
15,4,2013,Monday,4/15/2013,8,0.257849559
17,3,2013,Sunday,3/17/2013,6,0.194340079
23,2,2013,Saturday,2/23/2013,4,0.163894894
15,9,2013,Sunday,9/15/2013,8,0.258138356
22,10,2012,Monday,10/22/2012,10,0.234582350
26,12,2012,Wednesday,12/26/2012,4,0.145546487
7,5,2013,Tuesday,5/7/2013,10,0.247504266
30,1,2012,Monday,1/30/2012,6,0.267075
13,11,2012,Tuesday,11/13/2012,8,0.227170959
5,12,2012,Wednesday,12/5/2012,14,0.215484137
16,4,2013,Tuesday,4/16/2013,0,0.206841342
12,11,2012,Monday,11/12/2012,0,0.165006707
24,7,2013,Wednesday,7/24/2013,4,0.223332923
13,3,2012,Tuesday,3/13/2012,10,0.234865741
25,7,2013,Thursday,7/25/2013,12,0.275894409
21,10,2012,Sunday,10/21/2012,2,0.155346854
26,2,2014,Wednesday,2/26/2014,18,0.508050905
24,4,2012,Tuesday,4/24/2012,8,0.336461787
18,10,2013,Friday,10/18/2013,16,0.262886576
22,8,2012,Wednesday,8/22/2012,14,0.218657357
13,6,2012,Wednesday,6/13/2012,8,0.426774221
29,1,2012,Sunday,1/29/2012,14,0.363650957
13,11,2013,Wednesday,11/13/2013,18,0.369022739
28,6,2013,Friday,6/28/2013,6,0.263105874
28,7,2012,Saturday,7/28/2012,4,0.218632546
16,12,2011,Friday,12/16/2011,2,0.175525907
10,1,2014,Friday,1/10/2014,20,0.348891550
9,11,2011,Wednesday,11/9/2011,8,0.248190476
5,2,2014,Wednesday,2/5/2014,22,0.257361069
8,11,2011,Tuesday,11/8/2011,0,0.194944444
22,2,2013,Friday,2/22/2013,12,0.246095870
16,3,2013,Saturday,3/16/2013,14,0.335056699
27,12,2012,Thursday,12/27/2012,12,0.243336193
23,8,2012,Thursday,8/23/2012,6,0.232003462
14,3,2012,Wednesday,3/14/2012,2,0.176033138
17,12,2011,Saturday,12/17/2011,10,0.266258974
8,5,2013,Wednesday,5/8/2013,2,0.170648503
27,7,2012,Friday,7/27/2012,12,0.265851565
25,4,2012,Wednesday,4/25/2012,0,0.261958006
11,3,2012,Sunday,3/11/2012,12,0.334677806
10,7,2012,Tuesday,7/10/2012,2,0.210096023
29,6,2013,Saturday,6/29/2013,14,0.425075429
4,10,2013,Friday,10/4/2013,13,0.229655128
19,4,2013,Friday,4/19/2013,5,0.152527577
28,5,2013,Tuesday,5/28/2013,15,0.265495830
27,5,2013,Monday,5/27/2013,7,0.390361619
5,10,2013,Saturday,10/5/2013,5,0.161052075
12,2,2012,Sunday,2/12/2012,1,0.181390625
7,5,2012,Monday,5/7/2012,13,0.306341940
17,1,2012,Tuesday,1/17/2012,3,0.162
8,6,2013,Saturday,6/8/2013,11,0.336033690
12,12,2013,Thursday,12/12/2013,23,0.238383960
31,10,2012,Wednesday,10/31/2012,13,0.233363281
20,9,2012,Thursday,9/20/2012,11,0.215316240
12,3,2013,Tuesday,3/12/2013,3,0.169726705
25,1,2014,Saturday,1/25/2014,19,0.334324477
27,6,2012,Wednesday,6/27/2012,7,0.392057356
28,6,2012,Thursday,6/28/2012,15,0.309337990
24,9,2012,Monday,9/24/2012,7,0.231579881
24,8,2013,Saturday,8/24/2013,7,0.293102309
3,2,2013,Sunday,2/3/2013,9,0.288809946
20,4,2013,Saturday,4/20/2013,13,0.359613147
9,6,2013,Sunday,6/9/2013,3,0.187448308
17,5,2012,Thursday,5/17/2012,13,0.247403208
11,4,2012,Wednesday,4/11/2012,15,0.282442890
24,1,2013,Thursday,1/24/2013,1,0.180617730
6,5,2012,Sunday,5/6/2012,5,0.198862637
9,8,2012,Thursday,8/9/2012,9,0.363272600
19,9,2012,Wednesday,9/19/2012,3,0.157877893
29,12,2011,Thursday,12/29/2011,7,0.221378049
16,5,2012,Wednesday,5/16/2012,5,0.228693554
8,8,2012,Wednesday,8/8/2012,1,0.259819260
13,2,2012,Monday,2/13/2012,9,0.225139908
10,4,2012,Tuesday,4/10/2012,7,0.269905688
2,2,2013,Saturday,2/2/2013,1,0.174306104
14,12,2013,Saturday,12/14/2013,17,0.354016462
23,8,2013,Friday,8/23/2013,15,0.289611353
13,3,2013,Wednesday,3/13/2013,11,0.234725515
7,12,2011,Wednesday,12/7/2011,5,0.191142442
21,7,2013,Sunday,7/21/2013,1,0.259698031
23,9,2012,Sunday,9/23/2012,15,0.243918446
28,12,2011,Wednesday,12/28/2011,15,0.271439024
31,10,2013,Thursday,10/31/2013,21,0.310257504
1,11,2012,Thursday,11/1/2012,5,0.182884547
17,12,2012,Monday,12/17/2012,3,0.175707070
18,1,2012,Wednesday,1/18/2012,11,0.227532609
16,12,2012,Sunday,12/16/2012,11,0.403398098
6,12,2011,Tuesday,12/6/2011,13,0.246531977
20,7,2013,Saturday,7/20/2013,9,0.358797188
23,1,2013,Wednesday,1/23/2013,9,0.245017877
1,5,2012,Tuesday,5/1/2012,12,0.254589551
10,3,2013,Sunday,3/10/2013,2,0.175668829
14,9,2012,Friday,9/14/2012,10,0.253707868
7,11,2012,Wednesday,11/7/2012,4,0.163976251
11,10,2011,Tuesday,10/11/2011,10,0.177456522
3,3,2014,Monday,3/3/2014,22,0.287127660
9,4,2012,Monday,4/9/2012,14,0.288208067
7,6,2013,Friday,6/7/2013,2,0.192992918
11,3,2013,Monday,3/11/2013,10,0.242568193
22,1,2013,Tuesday,1/22/2013,0,0.212444490
14,2,2012,Tuesday,2/14/2012,0,0.181334586
13,9,2012,Thursday,9/13/2012,2,0.158597867
21,4,2013,Sunday,4/21/2013,4,0.158942890
2,6,2013,Sunday,6/2/2013,6,0.188812658
7,8,2012,Tuesday,8/7/2012,8,0.482645134
27,12,2011,Tuesday,12/27/2011,6,0.206453659
7,10,2013,Monday,10/7/2013,4,0.153599333
6,8,2012,Monday,8/6/2012,0,0.282570312
24,1,2012,Tuesday,1/24/2012,10,0.231529010
8,4,2012,Sunday,4/8/2012,6,0.195880441
30,6,2012,Saturday,6/30/2012,14,0.299095937
6,10,2013,Sunday,10/6/2013,12,0.268502841
29,8,2013,Thursday,8/29/2013,14,0.209443677
23,1,2012,Monday,1/23/2012,2,0.158599644
30,8,2013,Friday,8/30/2013,6,0.220945790
26,12,2011,Monday,12/26/2011,14,0.323275610
11,12,2012,Tuesday,12/11/2012,2,0.145462505
14,7,2013,Sunday,7/14/2013,8,0.398823512
29,10,2013,Tuesday,10/29/2013,20,0.357850893
30,4,2012,Monday,4/30/2012,4,0.182410556
6,6,2013,Thursday,6/6/2013,10,0.281423287
21,1,2013,Monday,1/21/2013,8,0.246166599
27,1,2013,Sunday,1/27/2013,0,0.275860765
15,2,2012,Wednesday,2/15/2012,8,0.242502538
22,4,2013,Monday,4/22/2013,12,0.239516295
6,11,2012,Tuesday,11/6/2012,12,0.282238185
10,12,2012,Monday,12/10/2012,10,0.230054906
15,7,2013,Monday,7/15/2013,0,0.299615996
27,1,2014,Monday,1/27/2014,18,0.388811524
20,12,2013,Friday,12/20/2013,16,0.731303847
3,6,2013,Monday,6/3/2013,14,0.259422971
30,11,2011,Wednesday,11/30/2011,12,0.298933594
25,9,2012,Tuesday,9/25/2012,14,0.226805551
22,5,2012,Tuesday,5/22/2012,4,0.196042862
1,12,2011,Thursday,12/1/2011,4,0.149148438
12,10,2011,Wednesday,10/12/2011,2,0.134967742
29,6,2012,Friday,6/29/2012,6,0.280906110
28,1,2013,Monday,1/28/2013,8,0.283865737
23,5,2012,Wednesday,5/23/2012,12,0.256155620
26,9,2012,Wednesday,9/26/2012,6,0.197857446
6,12,2013,Friday,12/6/2013,22,0.261129023
26,4,2013,Friday,4/26/2013,19,0.409403412
17,1,2013,Thursday,1/17/2013,23,0.340542225
24,9,2013,Tuesday,9/24/2013,19,0.419387982
10,11,2013,Sunday,11/10/2013,11,0.286167369
19,8,2012,Sunday,8/19/2012,23,0.369896253
12,1,2012,Thursday,1/12/2012,21,0.301657143
19,2,2012,Sunday,2/19/2012,23,0.266564286
24,12,2013,Tuesday,12/24/2013,15,0.300735377
26,11,2011,Saturday,11/26/2011,19,0.337949219
7,1,2012,Saturday,1/7/2012,17,0.318987864
29,9,2012,Saturday,9/29/2012,17,0.289847597
5,4,2012,Thursday,4/5/2012,17,0.337299768
15,10,2011,Saturday,10/15/2011,21,0.333073529
10,9,2012,Monday,9/10/2012,21,0.403430298
25,10,2012,Thursday,10/25/2012,19,0.415645181
23,12,2013,Monday,12/23/2013,7,0.296395011
15,1,2014,Wednesday,1/15/2014,13,0.423422560
14,1,2014,Tuesday,1/14/2014,5,0.185983206
22,5,2013,Wednesday,5/22/2013,17,0.509933127
18,6,2012,Monday,6/18/2012,17,0.481340914
9,2,2013,Saturday,2/9/2013,23,0.308115715
1,12,2013,Sunday,12/1/2013,1,0.172560688
9,11,2013,Saturday,11/9/2013,3,0.183426448
2,9,2013,Monday,9/2/2013,17,0.297136364
2,12,2013,Monday,12/2/2013,9,0.223169522
22,12,2012,Saturday,12/22/2012,21,0.374715192
